2025-12-10T13:08:40.134839, -0.0276 -0.1514 0.0081 -0.1059 0.13 -0.06
2025-12-10T13:08:40.181556, 0.1021 -0.0030 -0.1548 0.0494 0.0245 0.13 -0.06
2025-12-10T13:08:40.230224, -0.0490 -0.0862 -0.1428 -0.1091 0.0043 0.13 -0.06
2025-12-10T13:08:40.272408, -0.1518 -0.0246 -0.2670 -0.0985 0.1814 0.13 -0.06
2025-12-10T13:08:40.315769, -0.2422 -0.0902 -0.0316 -0.1042 0.1422 0.13 -0.06
2025-12-10T13:08:40.365324, -0.2018 -0.1479 -0.0944 -0.0193 0.2726 0.13 -0.06
2025-12-10T13:08:40.420367, -0.0313 -0.2286 -0.2095 -0.1394 0.2673 0.13 -0.06
2025-12-10T13:08:40.468054, -0.1063 -0.1946 -0.2357 -0.0652 0.3974 0.13 -0.06
2025-12-10T13:08:40.515133, -0.1272 0.0451 -0.2887 -0.1797 0.3619 0.13 -0.06
2025-12-10T13:08:40.548112, -0.0856 -0.0289 -0.2304 -0.0707 0.1059 0.13 -0.06
2025-12-10T13:08:40.609769, -0.1989 -0.0190 -0.1042 -0.0347 0.0606 0.13 -0.06
2025-12-10T13:08:40.657040, -0.2085 -0.0703 0.1267 0.0269 0.0358 0.14 -0.06
2025-12-10T13:08:40.704257, -0.1720 0.0046 0.2547 0.0660 0.0590 0.13 -0.06
2025-12-10T13:08:40.749389, -0.1998 0.0254 0.1724 -0.0794 0.0343 0.13 -0.06
2025-12-10T13:08:40.799354, -0.3142 0.0137 0.0101 -0.1173 0.1776 0.13 -0.06
2025-12-10T13:08:40.832095, -0.2948 -0.0414 -0.0277 -0.1057 0.1985 0.13 -0.06
2025-12-10T13:08:40.882355, -0.2028 -0.1349 -0.0159 -0.1853 0.2768 0.13 -0.06
2025-12-10T13:08:40.932375, -0.0769 0.2625 -0.0805 -0.0905 0.2258 0.13 -0.06
2025-12-10T13:08:40.982813, -0.1011 0.2372 -0.0624 -0.1570 0.0909 0.13 -0.06
2025-12-10T13:08:41.037272, -0.0474 0.1549 -0.1513 -0.1255 0.1223 0.13 -0.06
2025-12-10T13:08:41.084636, -0.1051 0.0676 -0.1995 -0.1427 0.2846 0.13 -0.06
2025-12-10T13:08:41.132052, -0.0809 -0.0092 -0.1370 -0.0980 0.1426 0.13 -0.06
2025-12-10T13:08:41.179353, -0.0597 -0.0467 0.0829 -0.1635 0.1377 0.13 -0.06
2025-12-10T13:08:41.226600, 0.0490 -0.0347 0.0813 -0.2061 0.1333 0.13 -0.06
2025-12-10T13:08:41.265787, 0.0695 -0.0241 0.0799 -0.1835 0.1444 0.13 -0.06
2025-12-10T13:08:41.321992, 0.0427 -0.0298 -0.0112 -0.0888 0.0642 0.13 -0.06
2025-12-10T13:08:41.366460, 0.0490 -0.1098 0.0135 -0.0804 0.0537 0.14 -0.06
2025-12-10T13:08:41.416709, 0.0995 -0.1950 -0.0845 -0.2079 0.0893 0.13 -0.06
2025-12-10T13:08:41.463588, 0.1589 -0.2249 -0.0509 -0.1851 0.0457 0.14 -0.06
2025-12-10T13:08:41.501077, 0.1811 -0.2363 -0.1711 -0.0151 -0.2323 0.13 -0.06
2025-12-10T13:08:41.549199, 0.1856 -0.3062 -0.1570 -0.0756 -0.2970 0.13 -0.06
2025-12-10T13:08:41.601269, 0.0697 -0.0529 -0.1894 -0.1287 -0.2189 0.13 -0.06
2025-12-10T13:08:41.649233, 0.0576 -0.0551 -0.1130 -0.2352 -0.2401 0.13 -0.06
2025-12-10T13:08:41.701034, 0.0621 -0.1768 -0.1208 -0.1491 -0.3037 0.13 -0.06
2025-12-10T13:08:41.747872, 0.0360 -0.2238 -0.1276 -0.1633 -0.2697 0.13 -0.06
2025-12-10T13:08:41.782591, 0.0880 -0.1603 -0.1336 -0.1607 -0.2097 0.13 -0.06
2025-12-10T13:08:41.832665, 0.0287 -0.3591 -0.0040 -0.2484 -0.2319 0.13 -0.06
2025-12-10T13:08:41.890342, -0.1132 -0.3541 0.0650 0.0941 -0.3114 0.14 -0.06
2025-12-10T13:08:41.937586, -0.1631 -0.4845 -0.0241 0.0057 -0.3812 0.14 -0.06
2025-12-10T13:08:41.985197, -0.1620 -0.4642 -0.0576 -0.0571 -0.4276 0.13 -0.06
2025-12-10T13:08:42.032187, -0.1310 -0.3864 0.0179 -0.0674 -0.4083 0.13 -0.06
2025-12-10T13:08:42.065105, -0.1038 -0.3779 0.0543 -0.0164 -0.3314 0.13 -0.06
2025-12-10T13:08:42.127144, -0.0498 -0.2355 0.0713 -0.0166 -0.3536 0.13 -0.06
2025-12-10T13:08:42.174363, -0.0473 -0.3200 0.0262 -0.0317 -0.3282 0.13 -0.06
2025-12-10T13:08:42.221969, -0.0301 -0.3344 0.0166 -0.0600 -0.3058 0.13 -0.06
2025-12-10T13:08:42.269266, 0.0599 -0.3170 0.0382 -0.0548 -0.2861 0.14 -0.06
2025-12-10T13:08:42.316771, -0.0708 -0.3466 -0.0028 -0.0653 -0.3736 0.13 -0.06
2025-12-10T13:08:42.353761, -0.0657 -0.2079 -0.0689 -0.0595 -0.3607 0.13 -0.06
2025-12-10T13:08:42.403673, -0.0763 -0.2806 0.0379 -0.0844 -0.4840 0.13 -0.06
2025-12-10T13:08:42.459425, -0.2204 -0.1947 0.0419 0.0436 -0.5625 0.14 -0.06
2025-12-10T13:08:42.504198, -0.1523 -0.2690 0.0154 0.1111 -0.4066 0.14 -0.07
2025-12-10T13:08:42.555191, -0.0774 -0.2144 0.0371 0.2305 -0.1047 0.14 -0.06
2025-12-10T13:08:42.599826, -0.1015 -0.2712 -0.1087 0.2304 -0.0490 0.13 -0.06
2025-12-10T13:08:42.648929, -0.1376 -0.2613 -0.1020 0.4551 -0.0451 0.13 -0.06
2025-12-10T13:08:42.693447, -0.1544 -0.3574 -0.2010 0.3679 0.0184 0.13 -0.06
2025-12-10T13:08:42.732451, -0.1391 -0.3819 -0.2581 0.2912 0.0442 0.13 -0.06
2025-12-10T13:08:42.787318, -0.0957 -0.4034 -0.3381 0.2537 0.0968 0.13 -0.06
2025-12-10T13:08:42.832726, -0.0875 -0.1524 -0.2886 0.2207 0.1131 0.13 -0.06
2025-12-10T13:08:42.886945, -0.1552 -0.2316 -0.2750 0.1467 -0.0524 0.13 -0.06
2025-12-10T13:08:42.934127, -0.3646 -0.2262 -0.2330 0.1116 -0.0630 0.13 -0.06
2025-12-10T13:08:42.981213, -0.3388 -0.2514 -0.1960 0.0058 0.0475 0.13 -0.06
2025-12-10T13:08:43.015791, -0.4360 -0.3334 -0.1636 -0.0273 -0.0202 0.13 -0.06
2025-12-10T13:08:43.066114, -0.3565 -0.0309 -0.1650 -0.0263 -0.1845 0.14 -0.06
2025-12-10T13:08:43.122630, -0.3166 -0.0047 -0.1812 -0.0255 -0.2092 0.13 -0.06
2025-12-10T13:08:43.170579, -0.2815 -0.0117 -0.1654 -0.0399 -0.2308 0.13 -0.06
2025-12-10T13:08:43.218589, -0.3704 -0.1526 -0.1815 -0.0824 -0.1898 0.13 -0.06
2025-12-10T13:08:43.264476, -0.3137 -0.1417 -0.2556 0.0001 -0.1688 0.13 -0.06
2025-12-10T13:08:43.307132, -0.2039 0.1377 -0.2758 -0.0472 -0.1653 0.13 -0.06
2025-12-10T13:08:43.349099, -0.1972 0.0686 -0.2934 -0.0439 0.0476 0.13 -0.06
2025-12-10T13:08:43.407575, -0.1613 0.0828 -0.2939 -0.0560 -0.0948 0.13 -0.06
2025-12-10T13:08:43.454831, -0.1148 0.1102 -0.2943 0.0533 -0.0253 0.13 -0.06
2025-12-10T13:08:43.500699, -0.0589 0.0594 -0.3246 0.0445 -0.0990 0.13 -0.06
2025-12-10T13:08:43.549035, -0.0397 0.0896 -0.3062 0.0368 0.0160 0.13 -0.06
2025-12-10T13:08:43.584944, -0.1577 0.1461 -0.2301 -0.0300 0.0721 0.13 -0.06
2025-12-10T13:08:43.632253, -0.2614 0.2408 -0.0733 -0.0138 -0.0134 0.13 -0.06
2025-12-10T13:08:43.682082, -0.2027 0.2640 -0.1302 -0.2243 -0.0436 0.13 -0.06
2025-12-10T13:08:43.739418, -0.1660 0.2844 -0.1353 -0.3644 -0.1151 0.13 -0.06
