timestamp,letter,A1_v1,A1_v2,A1_v3,A1_v4,A1_v5,A1_v6,A1_v7,A1_v8,A2_v1,A2_v2,A2_v3,A2_v4,A2_v5,A2_v6,A2_v7,A2_v8
2025-12-13T18:07:58.744314,A,2.996,3.122,3.002,-0.320,2.220,0.363,0.289,0.919,1.962,0.256,2.147,2.913,2.321,0.323,0.251,-0.905
2025-12-13T18:07:58.744314,A,3.023,3.075,2.911,-0.044,2.131,0.353,0.316,0.856,1.714,0.250,2.434,2.859,2.341,0.334,0.226,-0.925
2025-12-13T18:07:58.744314,A,3.103,3.016,3.001,-0.184,1.980,0.448,0.246,1.016,1.671,0.300,2.378,2.757,2.283,0.351,0.236,-0.902
2025-12-13T18:07:58.744314,A,3.151,2.910,3.022,-0.116,1.908,0.493,0.060,1.022,1.447,0.643,2.631,2.726,2.215,0.436,0.237,-0.908
2025-12-13T18:07:58.747162,A,3.549,2.726,2.890,-0.114,1.922,0.731,0.150,1.307,1.426,0.597,2.546,2.681,2.289,0.675,0.278,-1.051
2025-12-13T18:07:58.747162,A,3.362,2.588,3.003,0.150,1.840,0.913,0.276,1.223,1.689,0.351,2.530,2.662,2.370,0.910,0.096,-1.091
2025-12-13T18:07:58.747162,A,3.334,2.621,3.098,0.206,1.845,0.855,0.120,1.100,1.725,0.386,2.535,2.945,2.214,0.856,0.374,-1.107
2025-12-13T18:07:58.747162,A,3.123,2.612,2.805,-0.084,1.643,0.769,-0.071,1.072,1.625,0.322,2.351,2.867,2.062,0.729,0.498,-1.015
2025-12-13T18:07:58.747162,A,3.056,2.472,2.611,0.007,1.678,0.776,0.462,0.993,1.446,0.324,2.046,2.764,1.821,0.432,0.238,-1.174
2025-12-13T18:07:58.747162,A,2.887,2.223,2.147,0.009,1.483,0.369,0.375,0.583,1.181,0.326,1.617,2.113,1.354,0.190,-0.268,-1.371
2025-12-13T18:07:58.747162,A,2.612,2.536,1.602,0.048,0.848,0.664,0.586,0.714,0.749,0.796,1.159,1.429,0.975,0.099,-0.280,-1.065
2025-12-13T18:07:58.747162,A,1.759,1.751,0.708,-0.031,0.364,-0.390,0.200,-0.082,0.495,0.633,0.619,0.491,0.466,-0.220,-0.200,-0.743
2025-12-13T18:07:58.747162,A,0.809,0.541,-0.258,0.033,-0.497,-0.563,0.889,-0.116,-0.190,0.495,-0.008,-0.343,-0.117,-0.272,-0.019,-0.709
2025-12-13T18:07:58.747162,A,0.021,-0.300,-1.061,-0.043,-1.097,-0.310,0.259,-0.097,-0.828,0.471,-0.841,-1.184,-1.025,-0.571,0.006,-0.250
2025-12-13T18:07:58.747162,A,-0.968,-1.034,-1.874,0.041,-1.607,-0.465,0.726,-0.059,-1.502,0.525,-1.530,-2.049,-1.703,-0.562,0.302,-0.241
2025-12-13T18:07:58.747162,A,-1.771,-1.826,-2.266,0.357,-2.116,-0.347,0.825,0.067,-1.981,0.534,-2.191,-2.746,-2.411,-0.630,0.331,-0.046
2025-12-13T18:07:58.748189,A,-2.192,-2.519,-2.842,0.157,-2.586,-0.422,0.903,0.107,-2.519,0.411,-2.772,-3.414,-2.975,-0.521,0.478,-0.272
2025-12-13T18:07:58.774871,A,-2.699,-2.938,-3.370,0.118,-2.986,-0.466,0.874,0.023,-2.883,0.456,-3.247,-4.019,-3.567,-0.626,0.409,-0.253
2025-12-13T18:07:58.823149,A,-3.055,-3.201,-3.743,0.347,-3.157,-0.482,0.772,0.046,-3.005,0.419,-3.425,-4.458,-3.620,-0.685,0.454,-0.290
2025-12-13T18:07:58.870463,A,-3.357,-3.387,-4.079,0.579,-3.489,-0.575,0.701,-0.009,-3.315,0.631,-3.671,-4.663,-3.908,-0.765,0.538,-0.374
2025-12-13T18:07:58.915665,A,-3.409,-3.564,-4.384,0.552,-3.435,-0.503,0.748,0.083,-3.597,0.531,-3.730,-4.893,-4.342,-0.831,0.469,-0.387
2025-12-13T18:07:58.966049,A,-3.752,-3.846,-4.418,0.510,-3.388,-0.473,0.946,-0.043,-3.668,0.539,-3.705,-5.070,-4.410,-0.807,0.455,-0.414
2025-12-13T18:07:58.999352,A,-3.894,-3.992,-4.578,0.643,-3.386,-0.480,0.845,0.066,-3.840,0.490,-3.871,-5.371,-4.561,-0.816,0.501,-0.317
2025-12-13T18:07:59.053508,A,-3.921,-3.965,-4.526,0.587,-3.553,-0.610,0.745,0.034,-3.837,0.448,-4.049,-5.495,-4.728,-0.724,0.562,-0.351
2025-12-13T18:07:59.103888,A,-3.981,-4.206,-4.557,0.427,-3.602,-0.581,0.747,0.008,-3.385,0.281,-3.995,-5.582,-4.663,-0.834,0.526,-0.285
2025-12-13T18:07:59.145031,A,-3.807,-4.091,-4.546,0.591,-3.699,-0.524,0.920,-0.120,-3.600,0.289,-4.061,-5.693,-4.720,-0.802,0.286,-0.392
2025-12-13T18:07:59.199371,A,-3.697,-4.144,-4.575,0.487,-3.781,-0.555,0.745,0.002,-3.595,0.333,-4.005,-5.637,-4.581,-0.811,0.389,-0.369
2025-12-13T18:07:59.249758,A,-3.810,-4.038,-4.617,0.511,-3.702,-0.561,0.788,-0.059,-3.648,0.371,-3.958,-5.309,-4.520,-0.797,0.594,-0.234
2025-12-13T18:07:59.290976,A,-3.887,-3.987,-4.447,0.494,-3.634,-0.513,0.810,-0.033,-3.861,0.572,-4.011,-5.311,-4.411,-0.795,0.436,-0.306
2025-12-13T18:07:59.333096,A,-3.539,-4.017,-4.340,0.404,-3.520,-0.573,0.813,-0.035,-3.874,0.386,-4.056,-5.313,-4.375,-0.787,0.498,-0.294
2025-12-13T18:07:59.388302,A,-3.338,-4.044,-4.287,0.384,-3.405,-0.558,0.856,-0.038,-3.809,0.304,-4.094,-5.127,-4.551,-0.796,0.459,-0.319
2025-12-13T18:07:59.437099,A,-3.392,-3.897,-4.223,0.330,-3.344,-0.573,0.827,-0.027,-3.830,0.233,-4.052,-5.044,-4.531,-0.811,0.476,-0.318
2025-12-13T18:07:59.478600,A,-3.457,-3.923,-4.206,0.227,-3.292,-0.552,0.821,-0.034,-3.847,0.249,-4.016,-4.936,-4.271,-0.810,0.451,-0.312
2025-12-13T18:07:59.539052,A,-3.493,-3.850,-4.172,0.403,-3.042,-0.569,0.840,-0.046,-3.730,0.337,-3.854,-5.031,-3.768,-0.809,0.472,-0.308
2025-12-13T18:07:59.583158,A,-3.355,-3.920,-4.144,0.383,-3.092,-0.550,0.799,-0.040,-3.556,0.336,-3.810,-5.019,-3.360,-0.801,0.449,-0.361
2025-12-13T18:07:59.624423,A,-3.612,-3.605,-4.158,0.423,-3.172,-0.589,0.780,-0.074,-3.371,0.449,-3.848,-4.858,-3.369,-0.814,0.452,-0.272
2025-12-13T18:07:59.681845,A,-3.325,-3.730,-4.132,0.212,-3.146,-0.574,0.795,-0.071,-3.288,0.450,-3.730,-4.928,-3.377,-0.824,0.466,-0.233
2025-12-13T18:07:59.721231,A,-3.419,-3.743,-4.016,-0.079,-2.918,-0.578,0.796,-0.068,-3.012,0.808,-3.780,-4.725,-3.308,-0.815,0.469,-0.262
2025-12-13T18:07:59.770749,A,-3.235,-3.717,-4.142,-0.007,-2.968,-0.567,0.776,-0.072,-3.114,0.906,-3.935,-4.683,-3.625,-0.796,0.459,-0.251
2025-12-13T18:07:59.812035,A,-3.230,-3.751,-4.194,0.109,-2.841,-0.578,0.814,-0.067,-3.220,0.914,-3.804,-4.667,-3.819,-0.788,0.441,-0.259
2025-12-13T18:07:59.867929,A,-3.169,-3.386,-4.087,0.434,-2.846,-0.556,0.818,-0.033,-3.273,0.846,-3.730,-4.559,-3.459,-0.825,0.465,-0.294
2025-12-13T18:07:59.915786,A,-2.686,-3.300,-3.997,0.278,-2.663,-0.577,0.844,-0.068,-3.205,0.957,-3.349,-4.674,-3.454,-0.804,0.441,-0.292
2025-12-13T18:07:59.958161,A,-2.500,-3.247,-3.939,0.558,-2.714,-0.567,0.818,-0.037,-2.997,0.789,-3.287,-4.584,-3.524,-0.852,0.492,-0.259
2025-12-13T18:08:00.015682,A,-2.567,-3.332,-3.870,0.515,-2.813,-0.548,0.904,-0.092,-3.045,0.777,-3.122,-4.638,-3.621,-0.830,0.451,-0.300
2025-12-13T18:08:00.062898,B,-2.849,-3.517,-3.681,0.460,-2.766,-0.686,0.721,-0.014,-2.908,0.636,-3.233,-4.748,-3.873,-0.873,0.734,-0.378
2025-12-13T18:08:00.819018,B,-2.901,-3.506,-3.633,0.544,-2.914,-0.474,0.872,-0.067,-2.951,0.515,-3.320,-4.703,-3.823,-0.865,0.593,-0.401
2025-12-13T18:08:00.819018,B,-2.833,-3.384,-3.536,0.466,-2.851,-0.408,1.083,-0.121,-3.100,0.507,-3.187,-4.196,-3.932,-0.822,0.632,-0.371
2025-12-13T18:08:00.819018,B,-2.757,-3.318,-3.565,0.287,-2.574,-0.388,1.130,-0.051,-3.114,0.519,-3.262,-3.877,-3.480,-0.616,0.523,-0.520
2025-12-13T18:08:00.819018,B,-2.485,-2.999,-3.084,0.266,-2.356,-0.632,0.189,0.201,-3.183,0.566,-3.101,-3.869,-3.096,-0.569,0.372,-0.553
2025-12-13T18:08:00.819018,B,-2.011,-2.615,-2.751,0.360,-2.265,-0.830,0.294,0.219,-2.809,0.532,-2.570,-3.412,-2.826,-0.855,0.290,-0.495
2025-12-13T18:08:00.819018,B,-1.851,-2.214,-2.336,0.197,-2.169,-0.523,0.590,0.247,-2.380,0.521,-1.969,-3.061,-2.671,-0.840,0.469,-0.517
2025-12-13T18:08:00.819018,B,-1.510,-2.117,-2.039,0.077,-2.013,-0.126,1.026,0.262,-2.033,0.362,-1.721,-2.594,-2.240,-0.629,0.509,-0.406
2025-12-13T18:08:00.819018,B,-1.407,-1.922,-1.975,0.162,-1.898,0.088,1.045,0.352,-1.889,0.864,-1.228,-2.085,-2.155,-0.228,1.092,-0.650
2025-12-13T18:08:00.819018,B,-1.244,-1.738,-1.995,-0.065,-1.614,-0.202,0.818,0.169,-1.653,0.466,-1.222,-2.158,-2.082,-0.426,0.770,-0.485
2025-12-13T18:08:00.819018,B,-1.275,-1.581,-1.731,-0.108,-1.521,-0.230,0.931,0.299,-1.491,0.709,-1.217,-2.052,-1.908,-0.383,0.706,-0.492
2025-12-13T18:08:00.819018,B,-1.432,-1.410,-1.544,-0.295,-1.387,-0.384,0.865,0.295,-1.297,0.897,-1.062,-1.905,-1.816,-0.503,0.739,-0.379
2025-12-13T18:08:00.819018,B,-1.190,-1.340,-1.347,-0.360,-1.029,-0.320,1.162,0.091,-1.187,0.944,-0.894,-1.761,-1.569,-0.558,0.574,-0.430
2025-12-13T18:08:00.820685,B,-1.135,-1.393,-1.293,-0.603,-0.743,-0.302,0.980,0.208,-1.245,0.740,-0.994,-0.964,-1.097,-0.615,0.655,-0.423
2025-12-13T18:08:00.820685,B,-1.257,-1.269,-1.190,-0.734,-0.876,-0.382,0.866,0.210,-1.200,0.642,-0.817,-0.924,-0.883,-0.628,0.752,-0.413
2025-12-13T18:08:00.820685,B,-1.229,-1.182,-1.141,-1.127,-0.894,-0.379,0.929,0.241,-1.180,0.577,-0.947,-1.078,-0.907,-0.557,0.690,-0.457
2025-12-13T18:08:00.824695,B,-1.056,-1.071,-1.248,-1.236,-0.873,-0.393,0.806,0.232,-1.183,0.578,-0.946,-1.021,-0.928,-0.608,0.609,-0.413
2025-12-13T18:08:00.871473,B,-1.152,-0.695,-1.246,-1.235,-0.854,-0.364,0.927,0.243,-1.109,0.542,-1.132,-0.729,-0.833,-0.590,0.604,-0.478
2025-12-13T18:08:00.909114,B,-0.878,-0.789,-1.169,-1.422,-0.970,-0.388,0.858,0.232,-0.785,0.304,-1.084,-0.743,-0.846,-0.594,0.635,-0.441
2025-12-13T18:08:00.967820,B,-0.813,-0.455,-1.160,-1.449,-0.881,-0.390,0.877,0.256,-0.734,0.234,-0.893,-0.755,-0.726,-0.623,0.592,-0.456
2025-12-13T18:08:01.013735,B,-0.740,-0.247,-1.171,-1.378,-0.711,-0.413,0.851,0.238,-0.578,0.231,-0.787,-0.709,-0.736,-0.594,0.642,-0.443
2025-12-13T18:08:01.054858,B,-0.733,0.042,-1.031,-1.318,-0.811,-0.404,0.862,0.256,-0.652,0.284,-0.716,-0.764,-0.801,-0.604,0.621,-0.461
2025-12-13T18:08:01.103890,B,-0.578,0.176,-1.193,-1.342,-0.820,-0.391,0.903,0.238,-0.508,0.235,-0.655,-0.679,-0.876,-0.580,0.626,-0.441
2025-12-13T18:08:01.145308,B,-0.221,-0.048,-1.049,-1.325,-0.772,-0.409,0.854,0.233,-0.405,0.756,-0.566,-0.738,-0.676,-0.609,0.620,-0.460
2025-12-13T18:08:01.206252,B,-0.105,-0.107,-0.870,-1.367,-0.675,-0.401,0.894,0.227,-0.561,0.806,-0.472,-0.770,-0.750,-0.577,0.606,-0.440
2025-12-13T18:08:01.254082,B,0.087,-0.007,-0.644,-1.365,-0.724,-0.402,0.870,0.220,-0.544,0.773,-0.579,-0.665,-0.513,-0.598,0.646,-0.451
2025-12-13T18:08:01.298561,B,0.045,-0.016,-0.620,-1.420,-0.821,-0.400,0.879,0.219,-0.454,0.688,-0.614,-0.689,-0.480,-0.605,0.619,-0.444
2025-12-13T18:08:01.346545,B,-0.067,-0.061,-0.468,-1.503,-0.586,-0.402,0.877,0.214,-0.546,0.785,-0.719,-0.615,-0.546,-0.589,0.672,-0.438
2025-12-13T18:08:01.388642,B,-0.236,-0.118,-0.377,-1.350,-0.629,-0.386,0.878,0.218,-0.531,0.793,-0.545,-0.571,-0.471,-0.598,0.630,-0.455
2025-12-13T18:08:01.430350,B,-0.418,-0.242,-0.318,-1.388,-0.741,-0.399,0.872,0.210,-0.556,0.499,-0.754,-0.553,0.043,-0.592,0.637,-0.423
2025-12-13T18:08:01.492764,B,-0.535,0.028,-0.305,-1.345,-0.911,-0.394,0.895,0.219,-0.633,0.418,-0.650,-0.462,0.011,-0.599,0.641,-0.440
2025-12-13T18:08:01.540065,B,-0.447,-0.080,-0.388,-1.403,-0.943,-0.367,0.933,0.213,-0.567,0.406,-0.693,-0.535,0.096,-0.636,0.599,-0.412
2025-12-13T18:08:01.582604,B,-0.522,-0.266,-0.515,-1.320,-0.970,-0.421,0.863,0.218,-0.680,0.339,-0.786,-0.503,0.206,-0.617,0.618,-0.473
2025-12-13T18:08:01.635279,B,-0.380,-0.348,-0.529,-1.382,-0.975,-0.437,0.815,0.239,-0.626,0.338,-0.903,-0.551,0.093,-0.590,0.673,-0.463
2025-12-13T18:08:01.679877,B,-0.502,-0.437,-0.673,-1.302,-0.735,-0.415,0.886,0.205,-0.636,0.150,-0.720,-0.517,-0.040,-0.605,0.552,-0.462
2025-12-13T18:08:01.721398,B,-0.494,-0.344,-0.476,-1.329,-0.306,-0.445,0.841,0.229,-0.626,0.197,-0.322,-0.507,-0.022,-0.618,0.648,-0.463
2025-12-13T18:08:01.772048,B,-0.468,-0.321,-0.289,-1.220,-0.335,-0.411,0.892,0.215,-0.674,0.368,-0.414,-0.498,0.012,-0.620,0.637,-0.446
2025-12-13T18:08:01.824782,B,-0.165,-0.189,-0.225,-1.165,-0.097,-0.434,0.869,0.237,-0.677,0.419,-0.380,-0.509,-0.072,-0.640,0.604,-0.456
2025-12-13T18:08:01.872278,B,-0.170,-0.059,-0.264,-1.137,-0.045,-0.416,0.864,0.241,-0.624,0.463,-0.332,-0.613,0.064,-0.655,0.616,-0.460
2025-12-13T18:08:01.919030,B,-0.156,0.015,-0.241,-1.170,-0.207,-0.411,0.880,0.219,-0.447,0.406,-0.273,-0.569,-0.009,-0.626,0.607,-0.449
2025-12-13T18:08:01.964359,B,-0.424,-0.147,-0.240,-1.141,-0.420,-0.427,0.852,0.201,-0.690,0.395,-0.316,-0.026,0.023,-0.603,0.622,-0.414
2025-12-13T18:08:02.006613,B,-0.465,-0.285,-0.295,-1.098,-0.376,-0.427,0.865,0.188,-0.728,0.218,-0.428,0.023,0.163,-0.617,0.639,-0.426
2025-12-13T18:08:02.047950,B,-0.369,-0.402,-0.361,-1.155,-0.469,-0.431,0.834,0.221,-0.742,0.235,-0.355,0.027,0.169,-0.595,0.631,-0.417
2025-12-13T18:08:02.110355,B,0.051,-0.465,-0.323,-1.278,-0.549,-0.403,0.765,0.162,-0.754,0.213,-0.405,-0.063,0.137,-0.573,0.582,-0.409
2025-12-13T18:08:02.151743,B,0.107,-0.517,-0.310,-1.290,-0.504,-0.364,0.673,0.000,-0.783,0.231,-0.484,-0.120,0.166,-0.487,0.445,-0.334
2025-12-13T18:08:02.193577,B,0.136,-0.469,-0.261,-1.318,-0.428,-0.068,0.987,-0.073,-0.769,0.378,-0.477,-0.188,0.284,-0.282,-0.238,0.207
2025-12-13T18:08:02.252774,B,-0.082,-0.540,-0.013,-1.530,-0.420,-0.334,0.909,0.736,-0.402,0.428,-0.171,-0.152,0.403,-0.398,-0.251,0.853
2025-12-13T18:08:02.298341,B,-0.119,-0.262,0.066,-1.522,-0.264,-0.380,1.308,1.146,-0.258,0.358,-0.174,-0.028,0.599,-0.114,0.448,0.763
2025-12-13T18:08:02.348985,C,-0.112,-0.139,0.190,-1.515,-0.130,-0.807,0.586,0.880,-0.380,0.260,-0.120,0.040,0.615,-0.200,1.140,-0.071
2025-12-13T18:08:02.953248,C,0.044,0.059,0.295,-1.116,0.171,-0.551,0.343,0.355,-0.334,0.234,-0.017,0.173,0.928,0.359,1.870,-0.975
2025-12-13T18:08:02.953248,C,0.270,0.171,0.422,-1.114,0.670,-0.465,0.510,-0.190,-0.294,-0.032,0.107,0.305,0.970,1.031,1.031,-0.984
2025-12-13T18:08:02.953248,C,0.500,0.398,0.736,-1.056,0.813,-0.311,0.617,-0.360,-0.035,-0.127,0.119,0.398,1.042,1.870,1.856,-3.377
2025-12-13T18:08:02.953248,C,0.696,0.460,0.759,-1.007,0.916,-0.303,0.833,-0.328,0.109,-0.226,0.148,0.459,1.010,0.746,-0.553,-1.834
2025-12-13T18:08:02.953248,C,0.749,0.512,0.891,-0.965,0.779,-0.394,0.859,-0.292,0.233,-0.348,0.323,0.492,1.058,0.325,0.266,-0.348
2025-12-13T18:08:02.953248,C,0.870,0.556,0.854,-0.911,0.775,-0.445,0.896,-0.213,0.375,-0.565,0.378,0.576,1.043,0.526,0.212,-0.981
2025-12-13T18:08:02.953982,C,0.972,0.632,0.878,-1.071,1.033,-0.502,0.841,-0.178,0.458,-0.673,0.368,0.703,1.048,0.367,0.345,-0.983
2025-12-13T18:08:02.953982,C,1.172,0.602,0.899,-1.076,1.028,-0.508,0.884,-0.107,0.548,-0.785,0.453,0.699,1.316,0.325,0.163,-0.842
2025-12-13T18:08:02.953982,C,1.322,0.726,0.804,-1.061,1.118,-0.560,0.845,-0.108,0.699,-1.198,0.620,0.808,1.261,0.337,0.243,-0.943
2025-12-13T18:08:02.953982,C,1.357,0.739,0.817,-1.030,1.081,-0.507,0.852,-0.102,0.752,-1.662,0.574,0.845,1.234,0.321,0.211,-0.896
2025-12-13T18:08:02.953982,C,1.536,0.805,0.884,-1.004,1.201,-0.506,0.843,-0.110,0.854,-1.718,0.722,0.820,1.173,0.327,0.266,-0.922
2025-12-13T18:08:02.953982,C,1.445,0.618,0.998,-1.075,1.208,-0.465,0.852,-0.120,0.790,-1.635,0.698,0.911,1.066,0.314,0.253,-0.899
2025-12-13T18:08:02.960242,C,1.442,0.834,1.038,-1.229,1.064,-0.485,0.858,-0.117,0.811,-1.584,0.828,0.969,1.049,0.329,0.279,-0.908
2025-12-13T18:08:03.013034,C,1.515,0.999,1.072,-1.117,0.923,-0.457,0.875,-0.110,0.717,-1.502,0.826,1.001,1.204,0.326,0.247,-0.906
2025-12-13T18:08:03.054845,C,1.446,1.008,1.120,-0.946,0.897,-0.489,0.853,-0.117,0.767,-1.226,1.161,0.933,1.129,0.315,0.247,-0.913
2025-12-13T18:08:03.112253,C,1.480,1.090,1.048,-0.895,1.025,-0.503,0.826,-0.119,0.773,-1.255,1.221,1.026,1.140,0.306,0.261,-0.908
2025-12-13T18:08:03.159706,C,1.566,1.273,1.137,-0.926,0.965,-0.501,0.854,-0.110,0.815,-1.279,1.254,1.049,1.244,0.308,0.229,-0.897
2025-12-13T18:08:03.207279,C,1.752,1.316,1.138,-0.915,1.083,-0.453,0.902,-0.124,0.851,-1.262,1.225,1.068,1.181,0.313,0.261,-0.912
2025-12-13T18:08:03.249293,C,1.778,1.277,1.176,-0.887,1.483,-0.474,0.869,-0.112,0.807,-1.453,1.220,1.084,1.372,0.317,0.248,-0.909
2025-12-13T18:08:03.290911,C,1.707,1.188,1.170,-0.863,1.561,-0.460,0.878,-0.100,0.694,-1.410,1.384,1.342,1.291,0.306,0.247,-0.900
2025-12-13T18:08:03.350308,C,1.665,1.056,1.147,-0.637,1.739,-0.487,0.827,-0.091,0.598,-1.073,1.354,1.242,1.316,0.315,0.240,-0.910
2025-12-13T18:08:03.395068,C,1.423,1.263,1.352,-0.707,1.609,-0.483,0.844,-0.101,0.817,-0.881,1.292,1.195,1.224,0.318,0.259,-0.903
2025-12-13T18:08:03.436832,C,1.442,1.138,1.396,-0.541,1.481,-0.490,0.841,-0.114,0.759,-0.942,1.201,1.117,1.371,0.321,0.233,-0.902
2025-12-13T18:08:03.494173,C,1.571,1.257,1.414,-0.438,1.371,-0.484,0.853,-0.116,0.784,-1.069,1.162,0.845,1.327,0.318,0.251,-0.906
2025-12-13T18:08:03.540930,C,1.700,1.321,1.335,-0.388,1.147,-0.477,0.865,-0.096,0.769,-1.102,1.128,0.876,1.346,0.315,0.245,-0.899
2025-12-13T18:08:03.582631,C,1.753,1.169,1.344,-0.402,1.162,-0.488,0.841,-0.120,0.849,-1.018,1.156,0.921,1.231,0.320,0.251,-0.906
2025-12-13T18:08:03.624356,C,1.891,1.190,1.519,-0.432,1.194,-0.485,0.863,-0.108,0.861,-0.759,1.517,1.184,1.509,0.314,0.242,-0.912
2025-12-13T18:08:03.685657,C,2.178,1.170,1.444,-0.589,1.427,-0.483,0.841,-0.098,0.797,-0.801,1.355,1.296,1.838,0.318,0.254,-0.901
2025-12-13T18:08:03.728030,C,2.140,1.135,1.511,-0.704,1.420,-0.484,0.849,-0.100,0.779,-0.331,1.555,1.297,1.706,0.314,0.249,-0.908
2025-12-13T18:08:03.774710,C,2.071,1.067,1.268,-0.539,1.394,-0.482,0.858,-0.113,0.821,-0.343,1.425,1.391,1.649,0.314,0.252,-0.895
2025-12-13T18:08:03.827738,C,1.918,1.234,1.399,-0.586,1.260,-0.478,0.857,-0.098,0.781,-0.523,1.389,1.378,1.770,0.317,0.241,-0.910
2025-12-13T18:08:03.874855,C,1.807,1.245,1.529,-0.645,2.102,-0.473,0.861,-0.095,0.691,-0.488,1.697,1.404,1.798,0.318,0.255,-0.904
2025-12-13T18:08:03.915937,C,1.731,1.292,1.546,-0.657,1.918,-0.479,0.868,-0.080,0.727,-0.533,1.620,1.632,1.765,0.312,0.253,-0.901
2025-12-13T18:08:03.957542,C,1.705,1.370,1.354,-0.518,1.799,-0.488,0.854,-0.080,0.870,-0.459,1.555,1.714,1.643,0.318,0.264,-0.901
2025-12-13T18:08:04.019912,C,1.775,1.398,1.397,-0.568,1.754,-0.484,0.861,-0.078,0.860,-0.452,1.463,1.671,1.615,0.320,0.262,-0.899
2025-12-13T18:08:04.061960,C,1.967,1.497,1.471,-0.592,1.622,-0.480,0.866,-0.078,0.908,-0.541,1.478,1.672,1.554,0.330,0.253,-0.897
2025-12-13T18:08:04.103330,C,1.980,1.431,1.496,-0.575,1.567,-0.484,0.859,-0.089,0.686,-0.522,1.547,1.691,1.820,0.331,0.256,-0.907
2025-12-13T18:08:04.161214,C,1.897,1.488,1.406,-0.523,1.444,-0.476,0.851,-0.086,1.098,-0.637,1.605,1.539,1.596,0.321,0.253,-0.891
2025-12-13T18:08:04.209548,C,1.827,1.442,1.422,-0.535,1.378,-0.486,0.858,-0.075,1.016,-0.510,1.374,1.466,1.650,0.336,0.258,-0.910
2025-12-13T18:08:04.255937,C,1.973,1.478,1.549,-0.546,1.283,-0.474,0.857,-0.087,0.985,-0.571,1.271,1.460,1.490,0.307,0.263,-0.889
2025-12-13T18:08:04.297759,C,2.041,1.546,1.544,-0.629,1.110,-0.483,0.856,-0.091,0.939,-0.716,1.240,1.418,1.391,0.331,0.249,-0.920
2025-12-13T18:08:04.340272,C,2.080,1.548,1.427,-0.607,1.074,-0.481,0.857,-0.092,0.994,-0.765,1.326,1.288,1.756,0.332,0.265,-0.899
2025-12-13T18:08:04.387722,C,2.226,1.625,1.478,-0.550,1.082,-0.483,0.852,-0.090,0.984,-0.768,1.324,1.777,1.636,0.338,0.195,-0.904
2025-12-13T18:08:04.448326,C,2.313,1.690,1.615,-0.539,1.238,-0.482,0.845,-0.091,0.957,-0.678,1.585,1.594,1.628,0.389,0.217,-0.951
2025-12-13T18:08:04.492649,C,2.273,1.857,1.600,-0.418,1.184,-0.483,0.857,-0.093,0.972,-0.601,1.638,1.550,1.752,0.412,0.169,-1.003
